Polymer,Polymer CAS,Polymer SMILES,Solvent,Solvent CAS,Solvent SMILES,Mw(Da),PDI,ϕ,w,P(Mpa),CP(°C),1-Phase,Ref.
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.1278,0.1202,4.73,-3.97,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.17425,0.1644,4.44,-4.08,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.19746,0.1866,0.48,-3.87,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,2.28,172.28,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.11958,0.1124,0.25,14.99,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.1278,0.1202,2.45,-3.77,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.05673,0.0531,3.64,13.35,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,4.43,25.26,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.07629,0.0715,4.45,37.45,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.14505,0.16,3.83,63.08,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.15421,0.1453,1.41,-3.81,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.13583,0.15,3.13,90.29,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.16114,0.1519,4.59,37.31,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.10943,0.132,1.89,1.34,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,0.94,160.15,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.15421,0.1453,0.54,-3.73,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.17425,0.1644,1.4,-3.8,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.19707,0.233,0.45,5.88,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.1278,0.1202,3.52,-3.86,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.10831,0.12,4.04,57.06,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.18032,0.214,1.14,4.78,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,4.43,25.26,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.19331,0.212,2.7,69.2,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,4.39,25.54,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.08955,0.084,3.49,14.34,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.07629,0.0715,3.6,37.63,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.23983,0.2273,1.81,13.44,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.23741,0.259,1.86,63.87,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.1258,0.1183,1.61,38.34,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.10595,0.0995,2.3,14.65,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.15429,0.17,3.3,70.52,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.18032,0.214,0.47,6.15,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],methylcyclopentane,96-37-7,CC1CCCC1,26900,1.06,0.1428,0.179,0.7,30.05,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.11958,0.1124,0.61,14.92,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.18774,0.1773,4.74,13.84,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.14812,0.1395,1.33,-3.61,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,5.01,21.52,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.11377,0.1069,3.53,38.03,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.13583,0.15,3.46,96.91,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.15421,0.1453,4.52,-4.08,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.24906,0.2362,1.78,-4.27,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.19746,0.1866,4.95,-4.26,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.14329,0.1699,1.42,163.49,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.24906,0.2362,4.07,-4.47,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.08149,0.0764,0.49,-4.64,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.1278,0.1202,4.71,-3.97,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.1844,0.1741,4.85,36.5,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.1844,0.1741,1.67,37.36,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.14329,0.1699,3.98,182.14,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.19746,0.1866,1.49,-3.96,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.23983,0.2273,3.02,13.23,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.23983,0.2273,3.53,13.14,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.19331,0.212,3.08,63.74,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,4.97,21.51,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,1.14,163.5,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,1.57,31.46,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.20546,0.225,2.73,90.33,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,1.27,31.92,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,5,190.36,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,10500,1.02,0.17593,0.209,2.02,-38.55,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.14329,0.1699,3.99,182.14,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.07502,0.0703,3.53,14.06,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,5.41,190.78,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,1.14,163.51,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.12316,0.1158,4.86,14.35,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.17425,0.1644,3.25,-3.96,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,2.66,172.26,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,1.29,163.51,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.1258,0.1183,4.48,37.62,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.08955,0.084,0.27,14.91,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.20546,0.225,3.13,96.88,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.1397,0.1315,4.77,14.34,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.14128,0.133,2.57,38.03,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.20769,0.1964,2.45,35.91,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.21859,0.239,3.12,58.06,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.19798,0.217,3.33,56.89,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.12664,0.14,3.4,96.81,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.12664,0.14,4.45,57.19,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,2.5,172.31,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,0.67,33.69,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.19746,0.1866,2.75,-4.08,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.14329,0.1699,0.86,34.93,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.1844,0.1741,0.47,37.68,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.1087,0.1021,0.35,-3.81,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,2.2,172.29,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.1397,0.1315,2.37,14.76,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.1087,0.1021,4.46,-4.17,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.25721,0.3,0.84,-1.89,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,0.5,33.85,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.21859,0.239,2.97,96.63,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,1.71,166.64,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.18774,0.1773,0.47,14.62,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,3.03,25.38,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.20769,0.1964,4.69,35.33,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,0.58,31.37,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.19707,0.233,2.48,1.87,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10500,1.02,0.19985,0.219,2.03,-5.93,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,5.22,190.37,negative,doi.org/10.1021/ma9517308
