Polymer,Polymer CAS,Polymer SMILES,Solvent,Solvent CAS,Solvent SMILES,Mw(Da),PDI,ϕ,w,P(Mpa),CP(°C),1-Phase,Ref.
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,227000,1.04,0.0085,NaN,0.1,49.47,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,cyclohexanol,108-93-0,OC1CCCCC1,280000,1.06,0.00561,0.0068,0.1,75.57,positive,doi.org/10.1021/je0504865
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,26900,1.11,0.2057,NaN,0.1,20.19,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,143000,1.04,0.121,NaN,0.1,49.68,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,596000,1.04,0.0245,NaN,0.1,60.12,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,596000,1.04,0.0273,NaN,0.1,60.2,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,143000,1.04,0.0349,NaN,0.1,49.34,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,48600,1.05,0.1959,NaN,0.1,33.91,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,95000,1.04,0.1894,NaN,0.1,41.95,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,227000,1.04,0.0116,NaN,0.1,50.53,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,26900,1.11,0.0765,NaN,0.1,19.29,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,95000,1.04,0.1171,NaN,0.1,43.7,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,143000,1.04,0.0265,NaN,0.1,48.8,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-octanone,106-68-3,CCCCCC(=O)CC,596000,1.04,0.0957,NaN,0.1,59.47,positive,doi.org/10.1063/1.472437
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.5222,0.6081,0.1,68.15,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.14148,0.1881,0.1,20.75,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.42339,0.5104,0.1,75.9,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.07899,0.1076,0.1,23.18,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.09119,0.1247,0.1,83.31,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,120000,2.4,0.18989,0.2497,0.1,76.23,positive,doi.org/10.1002/(SICI)1097-4628(19960523)60:8<1127::AID-APP5>3.0.CO;2-N
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.22165,0.2805,0.1,114.01,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.00928,0.013,0.1,22.79,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.05877,0.0807,0.1,21.11,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.30183,0.3718,0.1,110.22,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,102600,2.12,0.3179,0.4036,0.1,60.12,positive,doi.org/10.1016/S0032-3861(02)00409-3
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.2304,0.2146,0.1,38.79,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.11807,0.1584,0.1,20.03,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.07347,0.1003,0.1,22.54,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.04365,0.0603,0.1,21.14,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.03039,0.0426,0.1,83.32,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.05141,0.0708,0.1,21.22,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.05126,0.0706,0.1,22.83,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.07385,0.1008,0.1,21.07,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,120000,2.4,0.29511,0.3728,0.1,75.51,positive,doi.org/10.1002/(SICI)1097-4628(19960523)60:8<1127::AID-APP5>3.0.CO;2-N
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.01965,0.0274,0.1,24.34,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.09707,0.1313,0.1,20.65,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.03631,0.0503,0.1,24.56,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,102600,2.12,0.23133,0.3041,0.1,61.46,positive,doi.org/10.1016/S0032-3861(02)00409-3
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.06655,0.0911,0.1,21.04,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.19013,0.2547,0.1,41.87,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.03653,0.0506,0.1,21.16,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.01079,0.0151,0.1,23.43,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.12756,0.1705,0.1,21.27,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.08172,0.1112,0.1,20.97,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,102600,2.12,0.41053,0.5028,0.1,53.19,positive,doi.org/10.1016/S0032-3861(02)00409-3
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.01416,0.0198,0.1,21.43,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.15034,0.195,0.1,114.84,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.05149,0.0709,0.1,24.05,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.54017,0.6166,0.1,97.65,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.02389,0.0344,0.1,49.97,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,380000,2.71,0.42896,0.5217,0.1,91.95,positive,doi.org/10.1002/(SICI)1521-3935(20000201)201:3<308::AID-MACP308>3.0.CO;2-H
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.45196,0.5303,0.1,106.55,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.40426,0.4816,0.1,108.31,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.1011,0.1377,0.1,82.77,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.03603,0.0516,0.1,50.24,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.21428,0.1993,0.1,41.81,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,380000,2.71,0.22932,0.3017,0.1,93.56,positive,doi.org/10.1002/(SICI)1521-3935(20000201)201:3<308::AID-MACP308>3.0.CO;2-H
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.02145,0.0299,0.1,22.26,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.10463,0.1411,0.1,20.44,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,120000,2.4,0.07858,0.108,0.1,76.57,positive,doi.org/10.1002/(SICI)1097-4628(19960523)60:8<1127::AID-APP5>3.0.CO;2-N
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,120000,2.4,0.49811,0.5849,0.1,66.45,positive,doi.org/10.1002/(SICI)1097-4628(19960523)60:8<1127::AID-APP5>3.0.CO;2-N
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.05862,0.0805,0.1,22.76,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.00635,0.0089,0.1,21.9,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,102600,2.12,0.51052,0.6023,0.1,51.09,positive,doi.org/10.1016/S0032-3861(02)00409-3
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.07538,0.1004,0.1,115.8,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.10401,0.0958,0.1,39.97,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.05181,0.0475,0.1,31.29,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.63913,0.708,0.1,94.4,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.03982,0.0556,0.1,83.59,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.02268,0.0316,0.1,24.44,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,380000,2.71,0.16265,0.22,0.1,93.96,positive,doi.org/10.1002/(SICI)1521-3935(20000201)201:3<308::AID-MACP308>3.0.CO;2-H
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.10736,0.149,0.1,44.87,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.02806,0.039,0.1,24.58,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.15283,0.2039,0.1,82.09,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.02182,0.0304,0.1,20.66,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,102600,2.12,0.07373,0.1036,0.1,63.24,positive,doi.org/10.1016/S0032-3861(02)00409-3
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.01389,0.0196,0.1,83.06,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.18922,0.1756,0.1,42.99,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.12999,0.12,0.1,45.31,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.11326,0.1535,0.1,83.04,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.06828,0.0934,0.1,23.59,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.05967,0.0819,0.1,23.9,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.30627,0.3853,0.1,80.33,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.58794,0.6695,0.1,53.07,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.16266,0.1506,0.1,45.76,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.0519,0.0738,0.1,50.51,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.15724,0.2078,0.1,20.28,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,380000,2.71,0.36198,0.4517,0.1,93.15,positive,doi.org/10.1002/(SICI)1521-3935(20000201)201:3<308::AID-MACP308>3.0.CO;2-H
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.14731,0.1362,0.1,47.27,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.00699,0.0098,0.1,17.68,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.01402,0.0196,0.1,24.01,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,sulfolane,126-33-0,C1CCS(=O)(=O)C1,93300,2.01,0.06558,0.0602,0.1,31.98,positive,doi.org/10.1021/ma00205a014
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.02908,0.0404,0.1,20.96,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.12565,0.173,0.1,43.6,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.01633,0.0236,0.1,49.48,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.06603,0.0904,0.1,22.66,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.01661,0.0232,0.1,24.21,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.0652,0.0901,0.1,83.45,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,120000,2.4,0.15979,0.2126,0.1,76.41,positive,doi.org/10.1002/(SICI)1097-4628(19960523)60:8<1127::AID-APP5>3.0.CO;2-N
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,120000,2.4,0.24064,0.3103,0.1,75.12,positive,doi.org/10.1002/(SICI)1097-4628(19960523)60:8<1127::AID-APP5>3.0.CO;2-N
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.23705,0.3061,0.1,81.14,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.14751,0.2012,0.1,43.04,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.02893,0.0402,0.1,22.69,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.03601,0.0499,0.1,22.94,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.05248,0.0729,0.1,83.59,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,380000,2.53,0.07595,0.1045,0.1,83.31,positive,doi.org/10.1016/0032-3861(94)90678-5
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.11153,0.15,0.1,21.82,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.09646,0.1305,0.1,22.23,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.74323,0.7985,0.1,80.66,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.25983,0.3246,0.1,111.85,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.0435,0.0601,0.1,22.9,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.01388,0.0194,0.1,19.71,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,methanol,67-56-1,CO,102600,2.12,0.15041,0.2045,0.1,63.41,positive,doi.org/10.1016/S0032-3861(02)00409-3
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,375000,1.2,0.08903,0.1208,0.1,20.84,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.04078,0.0564,0.1,24.58,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-decanol,112-30-1,CCCCCCCCCCO,250000,1.6,0.34094,0.4146,0.1,110.88,positive,doi.org/10.1016/S0032-3861(97)10141-0
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,tert-butyl alcohol,75-65-0,CC(C)(C)O,93300,2.01,0.07011,0.0989,0.1,48.74,positive,doi.org/10.1021/ma00225a018
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,195000,1.25,0.08119,0.1105,0.1,22.48,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,1-butanol,71-36-3,CCCCO,120000,2.4,0.41394,0.5007,0.1,70.7,positive,doi.org/10.1002/(SICI)1097-4628(19960523)60:8<1127::AID-APP5>3.0.CO;2-N
poly(methyl methacrylate),9011-14-7,COC(=O)C(*)(C)C*,3-heptanone,106-35-4,CCCCC(=O)CC,685000,1.2,0.06648,0.091,0.1,23.85,positive,doi.org/10.1016/0254-0584(86)90068-4
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,11615,1.11,0.2236,NaN,0.1,120.8,negative,See 2001FIS in ISBN: 9781420067989
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,15481,1.27,0.0229,NaN,0.1,116.85,negative,"doi.org/10.1002/macp.1994.021951003, See 2001FIS in ISBN: 9781420067989"
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,4490,1.13,0.17309,0.1906,0.1,252.5,positive,doi.org/10.1016/0378-3812(93)85105-U
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,15000,1.2,0.00623,0.007,0.1,280.2,positive,doi.org/10.1021/ma00015a024
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,6197,1.02,0.2457,NaN,0.1,132.85,negative,"doi.org/10.1021/jp960791k, See 2001FIS in ISBN: 9781420067989"
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,6197,1.02,0.0187,NaN,0.1,142.85,negative,"doi.org/10.1021/jp960791k, See 2001FIS in ISBN: 9781420067989"
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,15481,1.27,0.0469,NaN,0.1,115.4,negative,"doi.org/10.1002/macp.1994.021951003, See 2001FIS in ISBN: 9781420067989"
poly(ethylene glycol),25322-68-3,*OCC*,water,7732-18-5,O,15481,1.27,0.2236,NaN,0.1,117.4,negative,"doi.org/10.1002/macp.1994.021951003, See 2001FIS in ISBN: 9781420067989"
